 Produção Ambulatorial do SUS - Ceará - por local de atendimento
Valor aprovado por Procedimento e Ano processamento
Período:2015-2023
"Procedimento";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"Total"
"0304010375 RADIOTERAPIA DO APARELHO DIGESTIVO";-;-;-;-;1563796,00;2439024,00;2613240,00;2509540,00;2351916,00;11477516,00
"0304010383 RADIOTERAPIA DE TRAQUEIA, BRONQUIO, PULMAO, PLEURA E MEDIASTINO";-;-;-;-;456064,00;801675,00;794549,00;773171,00;634214,00;3459673,00
"0304010391 RADIOTERAPIA DE OSSOS/CARTILAGENS/PARTES MOLES";-;-;-;-;193316,00;277502,00;339862,00;386632,00;327390,00;1524702,00
"0304010405 RADIOTERAPIA DE PELE";-;-;-;-;718410,00;639870,00;649110,00;568260,00;586740,00;3162390,00
"0304010413 RADIOTERAPIA DE MAMA";-;-;-;-;5396256,00;8885520,00;8218368,00;10213920,00;10509120,00;43223184,00
"0304010421 RADIOTERAPIA DE CANCER GINECOLOGICO";-;-;-;-;2331648,00;3483648,00;3299328,00;3603456,00;2930688,00;15648768,00
"0304010430 BRAQUITERAPIA GINECOLOGICA";-;-;-;-;1697350,00;2411150,00;2610350,00;2589600,00;2290800,00;11599250,00
"0304010448 RADIOTERAPIA DE PENIS";-;-;-;-;27780,00;37040,00;32410,00;37040,00;50930,00;185200,00
"0304010456 RADIOTERAPIA DE PROSTATA";-;-;-;-;3403554,00;4576992,00;4571154,00;5131602,00;5271714,00;22955016,00
"0304010472 RADIOTERAPIA DO APARELHO URINARIO";-;-;-;-;49116,00;106418,00;200557,00;175999,00;212836,00;744926,00
"0304010480 RADIOTERAPIA DE OLHOS E ANEXOS";-;-;-;-;19638,00;36003,00;26184,00;49095,00;42549,00;173469,00
"0304010502 RADIOTERAPIA DE SISTEMA NERVOSO CENTRAL";-;-;-;-;311410,00;399916,00;540870,00;406472,00;442530,00;2101198,00
"0304010510 RADIOTERAPIA ESTEREOTAXICA";-;-;-;-;-;-;211470,00;271890,00;196365,00;679725,00
"0304010529 RADIOTERAPIA DE METASTASE EM SISTEMA NERVOSO CENTRAL";-;-;-;-;375606,00;697554,00;553653,00;651213,00;743895,00;3021921,00
"0304010537 RADIOTERAPIA DE PLASMOCITOMA / MIELOMA / METASTASES EM OUTRAS LOCALIZACOES";-;-;-;-;795340,00;1333059,00;1443715,00;1393574,00;1315769,00;6281457,00
"0304010545 RADIOTERAPIA DE CADEIA LINFATICA";-;-;-;-;300096,00;466816,00;587688,00;554344,00;508496,00;2417440,00
"0304010553 RADIOTERAPIA DE LINFOMA E LEUCEMIA";-;-;-;-;259038,00;391716,00;454896,00;344331,00;312741,00;1762722,00
"0304010570 RADIOTERAPIA DE QUELOIDE E GINECOMASTIA";-;-;-;-;26684,00;22872,00;44791,00;18107,00;10483,00;122937,00
"0304010588 RADIOTERAPIA DE DOENCA BENIGNA";-;-;-;-;10081,00;20162,00;25499,00;26092,00;30243,00;112077,00
"0304020010 QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANCADO -1¶Ý LINHA";2021616,00;1845920,00;2146160,00;2513120,00;2453072,00;2975712,00;4092160,00;4407968,00;4076592,00;26532320,00
"0304020028 QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANCADO - 2¶Ý LINHA";584912,00;751712,00;1029712,00;916288,00;1149808,00;985232,00;1341072,00;1276576,00;1269904,00;9305216,00
"0304020036 HORMONIOTERAPIA DO ADENOCARCINOMA DE ENDOMETRIO AVANCADO";53437,50;58995,00;62842,50;72675,00;83362,50;81225,00;78660,00;90202,50;110295,00;691695,00
"0304020044 QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO AVANCADO";596074,50;632079,00;647509,50;663511,50;515493,00;582930,00;700659,00;687514,50;694944,00;5720715,00
"0304020052 QUIMIOTERAPIA DO ADENOCARCINOMA DE PANCREAS AVANCADO";1034706,00;971154,00;1217418,00;977112,00;1094286,00;1134006,00;1386228,00;1562982,00;1479570,00;10857462,00
"0304020060 HORMONIOTERAPIA DO ADENOCARCINOMA DE PROSTATA AVANCADO - 2¶Ý LINHA";159897,70;157838,30;187111,20;203586,40;184169,20;177696,80;151660,10;132831,30;141363,10;1496154,10
"0304020079 HORMONIOTERAPIA DO ADENOCARCINOMA DE PROSTATA AVANCADO - 1¶Ý LINHA";7873672,50;8266225,50;8008443,00;7560414,00;7344540,00;7012588,50;6941736,00;6975202,50;6921234,00;66904056,00
"0304020087 QUIMIOTERAPIA DO ADENOCARCINOMA DE PROSTATA RESISTENTE A HORMONIOTERAPIA";792736,90;977638,00;1260302,90;1412261,85;1430326,90;1414387,15;1639668,95;1852198,95;2499352,80;13278874,40
"0304020095 QUIMIOTERAPIA DO CARCINOMA DE RETO AVANCADO -1¶Ý LINHA";1192064,00;962992,00;1272128,00;1214304,00;1152032,00;1258784,00;1432256,00;1714704,00;1659104,00;11858368,00
"0304020109 QUIMIOTERAPIA DO CARCINOMA DE RETO AVANCADO - 2¶Ý LINHA";193488,00;237968,00;206832,00;237968,00;364736,00;415888,00;362512,00;482608,00;473712,00;2975712,00
"0304020117 QUIMIOTERAPIA DO APUDOMA/TUMOR NEUROENDOCRINO AVANCADO";108390,30;76510,80;121142,10;104139,70;71197,55;140269,80;192339,65;196590,25;228469,75;1239049,90
"0304020125 QUIMIOTERAPIA DO CARCINOMA DE ADRENAL AVANCADO";-;9100,00;5200,00;2600,00;1300,00;-;-;3900,00;22100,00;44200,00
"0304020133 QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANCADO -1¶Ý LINHA";2856000,00;3328600,00;3641400,00;3464600,00;3253800,00;3134800,00;3842000,00;4221100,00;4083400,00;31825700,00
"0304020141 QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANCADO - 2¶Ý LINHA";4714979,80;4864850,50;5752180,20;6180382,20;6211307,90;6817927,40;6846474,20;7170004,60;7426925,80;55985032,60
"0304020150 QUIMIOTERAPIA DO CARCINOMA DE NASOFARINGE AVANCADO";41719,50;32575,50;28003,50;36004,50;42291,00;34861,50;38290,50;37719,00;38862,00;330327,00
"0304020168 QUIMIOTERAPIA DO CARCINOMA DE RIM AVANCADO";3429,00;8001,00;8572,50;6286,50;5715,00;3429,00;9715,50;56295,50;202001,50;303445,50
"0304020176 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DE ESOFAGO AVANCADO";93726,00;119443,50;132016,50;131445,00;166306,50;203454,00;185737,50;224028,00;192595,50;1448752,50
"0304020184 QUIMIOTERAPIA DA NEOPLASIA MALIGNA AVANCADA DO COLO OU DO CORPO UTERINO AVANCADO, VULVA E VAGINA.";333184,50;449770,50;522922,50;415480,50;413766,00;500062,50;641794,50;646366,50;685800,00;4609147,50
"0304020192 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE CANAL ANAL/ MARGEM ANAL AVANCADO";36000,00;31200,00;19200,00;24800,00;32800,00;25600,00;29600,00;68000,00;64800,00;332000,00
"0304020206 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE CABECA E PESCOCO AVANCADO";483200,00;498400,00;617600,00;523200,00;465600,00;554400,00;668000,00;760800,00;768000,00;5339200,00
"0304020214 QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CELULAS NAO PEQUENAS AVANCADO";1470700,00;1564200,00;1757800,00;2080100,00;2075700,00;2072400,00;2460700,00;2871000,00;3163600,00;19516200,00
"0304020222 QUIMIOTERAPIA DO CARCINOMA PULMONAR INDIFERENCIADO DE CELULAS PEQUENAS AVANCADO";213400,00;235400,00;189200,00;187000,00;173800,00;173800,00;215600,00;224400,00;333300,00;1945900,00
"0304020230 QUIMIOTERAPIA DO MELANOMA MALIGNO AVANCADO";152280,00;174960,00;186840,00;222480,00;143640,00;152280,00;152280,00;733200,00;1207500,00;3125460,00
"0304020249 QUIMIOTERAPIA DE METASTASE DE ADENOCARCINOMA DE ORIGEM DESCONHECIDA";61150,50;60579,00;54864,00;56578,50;57721,50;48006,00;54864,00;50863,50;42291,00;486918,00
"0304020257 QUIMIOTERAPIA DE METASTASE DE CARCINOMA EPIDERMOIDE/CARCINOMA NEUROENDOCRINO DE ORIGEM DESCONHECIDA";103200,00;85600,00;105600,00;82400,00;92800,00;100800,00;153600,00;140800,00;92800,00;957600,00
"0304020265 QUIMIOTERAPIA DE METASTASE DE NEOPLASIA MALIGNA INDIFERENCIADA DE ORIGEM DESCONHECIDA";128580,65;97763,80;133893,90;114766,20;104139,70;98826,45;87137,30;60571,05;66946,95;892626,00
"0304020273 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DE TUBA UTERINA AVANCADA -1¶Ý LINHA.";648150,00;841000,00;723550,00;507500,00;522000,00;593050,00;487200,00;664100,00;797500,00;5784050,00
"0304020281 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DE TUBA UTERINA AVANCADA - 2¶Ý LINHA)";420500,00;345100,00;471250,00;397300,00;382800,00;349450,00;426300,00;491550,00;436450,00;3720700,00
"0304020290 QUIMIOTERAPIA DE SARCOMA DE PARTES MOLES AVANCADO";295200,00;315200,00;408800,00;411200,00;421600,00;429600,00;570400,00;558400,00;492000,00;3902400,00
"0304020303 QUIMIOTERAPIA DE SARCOMA OSSEO AVANCADO";22400,00;8000,00;9600,00;4800,00;17600,00;21600,00;38400,00;30400,00;27200,00;180000,00
"0304020311 QUIMIOTERAPIA DO TUMOR DO ESTROMA GASTROINTESTINAL AVANCADO";10098,00;9010,00;7990,00;7174,00;8670,00;9741,00;10183,00;8772,00;8058,00;79696,00
"0304020320 QUIMIOTERAPIA DE TUMOR DO SISTEMA NERVOSO CENTRAL AVANCADO";87200,00;23200,00;63200,00;93600,00;75200,00;353600,00;660800,00;704000,00;623200,00;2684000,00
"0304020338 HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANCADO - 2¶Ý LINHA";1762569,00;2090902,50;1994121,00;1791814,50;1661868,00;1415241,00;1130022,00;972639,00;674154,00;13493331,00
"0304020346 HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANCADO- 1¶Ý LINHA";249697,25;251212,50;253764,50;257114,00;303369,00;321312,75;361506,75;353611,50;369561,50;2721149,75
"0304020362 QUIMIOTERAPIA DO CARCINOMA DE TIREOIDE AVANCADO";5985,00;10687,50;4275,00;427,50;2565,00;8550,00;12825,00;14535,00;13680,00;73530,00
"0304020370 QUIMIOTERAPIA DO CARCINOMA DE PENIS AVANCADO";42400,00;43200,00;35200,00;46400,00;28800,00;25600,00;32800,00;48000,00;36000,00;338400,00
"0304020389 QUIMIOTERAPIA DE CARCINOMA DO FIGADO OU DO TRATO BILIAR AVANCADO";126873,00;126301,50;171450,00;124587,00;130873,50;200596,50;287464,50;293751,00;281749,50;1743646,50
"0304020397 QUIMIOTERAPIA DE NEOPLASIA MALIGNA DO TIMO AVANCADA";10287,00;12573,00;24574,50;21145,50;15430,50;16002,00;21145,50;28003,50;16573,50;165735,00
"0304020400 QUIMIOTERAPIA DE CARCINOMA UROTELIAL AVANCADO";74100,00;110500,00;111800,00;107900,00;158600,00;211900,00;189800,00;232700,00;201500,00;1398800,00
"0304020419 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO ? 1¶Ý LINHA";-;-;-;151300,00;525300,00;1271600,00;1377000,00;1203600,00;1188300,00;5717100,00
"0304020427 MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO ? 1¶Ý LINHA";-;-;-;1258,00;3366,00;5474,00;9146,00;9656,00;8908,00;37808,00
"0304020435 POLIQUIMIOTERAPIA COM DUPLO ANTI HER-2 DO CARCINOMA DE MAMA HER-2 POSITIVO 1¶Ý LINHA";-;-;-;-;5100,00;25500,00;533800,00;1477300,00;1594600,00;3636300,00
"0304020443 BLOQUEIO COM DUPLO ANTI-HER-2 DOCARCINOMA DE MAMA HER-2 POSITIVOAVANCADO/METASTATICO - 1¶Ý LINHA";-;-;-;-;204,60;68,20;5149,10;9309,30;16572,60;31303,80
"0304030015 QUIMIOTERAPIA DE DOENCA LINFOPROLIFERATIVA RARA -1¶Ý LINHA.";67200,00;70400,00;30720,00;52480,00;47360,00;37120,00;39680,00;42880,00;97920,00;485760,00
"0304030023 QUIMIOTERAPIA DE DOENCA LINFOPROLIFERATIVA RARA - 2¶Ý LINHA";21760,00;12160,00;3200,00;3840,00;2560,00;3200,00;4480,00;17280,00;20480,00;88960,00
"0304030031 QUIMIOTERAPIA DE DOENCA MIELOPROLIFERATIVA RARA - 1¶Ý LINHA";441300,00;360450,00;558900,00;658050,00;680550,00;663000,00;722550,00;528600,00;625050,00;5238450,00
"0304030040 QUIMIOTERAPIA DE DOENCA MIELOPROLIFERATIVA RARA - 2¶Ý LINHA.";932400,00;1539000,00;919800,00;950400,00;1053000,00;1166400,00;1470600,00;1396800,00;1233000,00;10661400,00
"0304030058 QUIMIOTERAPIA DE LEUCEMIA LINFOCITICA CRONICA - 1¶Ý LINHA.";92502,50;114507,50;105135,00;140180,00;115322,50;127955,00;128362,50;138957,50;149960,00;1112882,50
"0304030066 QUIMIOTERAPIA DE LEUCEMIA LINFOCITICA CRONICA - 2¶Ý LINHA.";172800,00;203400,00;221400,00;122400,00;165600,00;216000,00;144000,00;100800,00;153000,00;1499400,00
"0304030074 QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA QUALQUER FASE - CONTROLE SANGUINEO";33672,75;34884,00;34561,00;25759,25;46431,25;48369,25;48369,25;40617,25;38194,75;350858,75
"0304030082 QUIMIOTERAPIA DA LEUCEMIA MIELOIDE CRONICA EM FASE BLASTICA - MARCADOR POSITIVO - 2¶Ý LINHA.";4638,72;255,00;-;-;-;-;85,00;-;1445,00;6423,72
"0304030090 QUIMIOTERAPIA DA LEUCEMIA MIELOIDE CRONICA EM FASE BLASTICA - MARCADOR POSITIVO - SEM FASE CRONICA";136,00;-;-;-;17,00;-;-;136,00;153,00;442,00
"0304030104 QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE BLASTICA - MARCADOR POSITIVO-3¶Ý LINHA";-;5208,60;-;-;-;5208,60;-;-;13889,60;24306,80
"0304030112 QUIMIOTERAPIA DA LEUCEMIA MIELOIDE CRONICA EM FASE CRONICA - MARCADOR POSITIVO - 1¶Ý LINHA.";39678,00;42874,00;40460,00;46053,00;50881,00;56712,00;59109,00;56678,00;62781,00;455226,00
"0304030120 QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE CRONICA - MARCADOR POSITIVO - 3¶Ý LINHA";40568,00;50710,00;58316,50;73529,50;139452,50;164807,50;131846,00;136917,00;190162,50;986309,50
"0304030139 QUMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE DE TRANSFORMACAO - MARCADOR POSITIVO - 3¶Ý LINH";15413,20;16814,40;16814,40;22419,20;15413,20;18215,60;16814,40;75664,80;65856,40;263425,60
"0304030147 QUIMIOTERAPIA DA LEUCEMIA MIELOIDE CRONICA EM FASE DE TRANSFORMACAO - MARCADOR POSITIVO - 2¶ÝLINH";210318,84;3247,00;3332,00;3128,00;1530,00;1547,00;1717,00;2312,00;4182,00;231313,84
"0304030155 QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE DE TRANSFORMACAO - MARCADOR POSITIVO - SEM FAS";1581,00;1360,00;1071,00;935,00;697,00;799,00;629,00;493,00;748,00;8313,00
"0304030163 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE BAIXO GRAU DE MALIGNIDADE (1¶Ý LINHA)";87680,00;81280,00;55680,00;84480,00;78080,00;67840,00;103680,00;165120,00;175360,00;899200,00
"0304030171 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE BAIXO GRAU DE MALIGNIDADE - 2¶ÝLINHA";78840,00;69120,00;89640,00;97200,00;141480,00;123120,00;115560,00;118800,00;143640,00;977400,00
"0304030180 QUIMIOTERAPIA DE NEOPLASIA DE CELULAS PLASMATICAS - 1¶Ý LINHA.";430065,00;441180,00;451867,50;440752,50;524115,00;442035,00;275310,00;329602,50;266332,50;3601260,00
"0304030198 QUIMIOTERAPIA DE NEOPLASIA DE CELULAS PLASMATICAS - 2¶Ý LINHA.";475221,20;466643,20;571294,80;609038,00;274496,00;425468,80;651928,00;389441,20;658790,40;4522321,60
"0304030228 QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE CRONICA - MARCADOR POSITIVO - 2¶Ý LINHA";184119,28;6834,00;9316,00;9996,00;15538,00;21896,00;24021,00;25534,00;25007,00;322261,28
"0304030236 QUIMIOTERAPIA DE LINFOMA FOLICULAR- 1¶Ý LINHA";42880,00;37120,00;52480,00;36480,00;46720,00;71680,00;79360,00;112000,00;121600,00;600320,00
"0304030244 QUIMIOTERAPIA DE LINFOMA FOLICULAR - 2¶Ý LINHA";12960,00;78840,00;38880,00;16200,00;57240,00;-;5400,00;24840,00;45360,00;279720,00
"0304030252 QUIMIOTERAPIA DE MIELOMA MULTIPLO ? 1¶Ý LINHA";-;-;-;-;-;-;1159872,30;1797279,60;4566344,10;7523496,00
"0304030260 QUIMIOTERAPIA DE MIELOMA MULTIPLO ? 2¶Ý LINHA";-;-;-;-;-;-;1306162,50;2601875,70;2105533,95;6013572,15
"0304040010 QUIMIOTERAPIA DO ADENOCARCINOMA DE RETO (PREVIA)";172593,00;156591,00;156591,00;182308,50;192595,50;192595,50;197739,00;194881,50;178308,00;1624203,00
"0304040029 QUIMIOTERAPIA DO CARCINOMA DE MAMA (PREVIA)";4520600,00;4860800,00;4937800,00;4552800,00;4991000,00;5198200,00;6582800,00;6846000,00;5586000,00;48076000,00
"0304040045 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DO COLO UTERINO";1225900,00;1203800,00;1132300,00;1345500,00;1214200,00;1236300,00;1345500,00;1387100,00;1211600,00;11302200,00
"0304040053 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE RETO/ CANAL ANAL/ MARGEM ANAL";76000,00;88800,00;86400,00;96000,00;81600,00;84000,00;90400,00;70400,00;88800,00;762400,00
"0304040061 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE SEIO PARA-NASAL/ LARINGE / HIPOFARINGE/ OROFARINGE /CAVIDA";964600,00;999700,00;1129700,00;1055600,00;1017900,00;911300,00;994500,00;1049100,00;907400,00;9029800,00
"0304040070 QUIMIOTERAPIA DO CARCINOMA DE BEXIGA";58500,00;143000,00;196300,00;124800,00;195000,00;157300,00;219700,00;300300,00;361400,00;1756300,00
"0304040088 QUIMIOTERAPIA DO CARCINOMA DE NASOFARINGE";141700,00;79300,00;102700,00;144300,00;106600,00;84500,00;113100,00;136500,00;130000,00;1038700,00
"0304040096 QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CELULAS NAO PEQUENAS (PREVIA)";372900,00;330000,00;394900,00;432300,00;303600,00;306900,00;344300,00;275000,00;280500,00;3040400,00
"0304040100 QUIMIOTERAPIA DO CARCINOMA PULMONAR INDIFERENCIADO DE CELULAS PEQUENAS (PREVIA)";92400,00;69300,00;11000,00;42900,00;55000,00;37400,00;48400,00;48400,00;24200,00;429000,00
"0304040118 QUIMIOTERAPIA DE CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DE ESOFAGO";478400,00;477100,00;484900,00;555100,00;522600,00;503100,00;561600,00;494000,00;438100,00;4514900,00
"0304040126 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE VULVA";15600,00;18200,00;53300,00;31200,00;39000,00;31200,00;22100,00;28600,00;36400,00;275600,00
"0304040134 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DA TUBA UTERINA - 2¶Ý LINHA";39150,00;66700,00;52200,00;71050,00;92800,00;100050,00;163850,00;95700,00;101500,00;783000,00
"0304040142 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DA TUBA UTERINA - 1¶Ý LINHA";287100,00;294350,00;319000,00;330600,00;314650,00;307400,00;337850,00;430650,00;452400,00;3074000,00
"0304040150 QUIMIOTERAPIA DE OSTEOSSARCOMA - 2¶Ý LINHA.";-;-;-;-;-;48387,00;-;72580,50;16129,00;137096,50
"0304040169 QUIMIOTERAPIA DE SARCOMA OSSEO / OSTEOSSARCOMA - 1¶Ý LINHA";46326,40;72385,00;89757,40;81071,20;40535,60;73832,70;65146,50;79623,50;73832,70;622511,00
"0304040177 QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO (PRE-OPERATORIA)";522600,00;568100,00;748800,00;821600,00;793000,00;774800,00;1007500,00;1025700,00;988000,00;7250100,00
"0304040185 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO (PREVIA)";246400,00;246400,00;448000,00;529200,00;641200,00;733600,00;1030400,00;1108800,00;1341200,00;6325200,00
"0304040193 HORMONIOTERAPIA DO CARCINOMA DE MAMA (PREVIA)";79,75;478,50;2073,50;3668,50;4386,25;13238,50;19379,25;27753,00;29906,25;100963,50
"0304040207 HORMONIOTERAPIA PREVIA A RADIOTERAPIA EXTERNA DO ADENOCARCINOMA DE PROSTATA";-;5728,50;156177,00;136278,00;205020,00;125424,00;148036,50;230044,50;335569,50;1342278,00
"0304050016 QUIMIOTERAPIA INTRA-VESICAL";416000,00;371800,00;439400,00;406900,00;408200,00;387400,00;457600,00;605800,00;773500,00;4266600,00
"0304050024 QUIMIOTERAPIA DE ADENOCARCINOMA DE COLON";1739168,00;1999376,00;1925984,00;2553152,00;2524240,00;2619872,00;3022416,00;3287072,00;3284848,00;22956128,00
"0304050032 QUIMIOTERAPIA DO ADENOCARCINOMA DE RETO (ADJUVANTE)";76950,00;68400,00;85072,50;85500,00;105592,50;92340,00;99180,00;94477,50;70537,50;778050,00
"0304050040 HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO I";754754,00;723731,25;733620,25;737049,50;736172,25;757784,50;813529,75;897506,50;817597,00;6971745,00
"0304050067 QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO III";608000,00;620800,00;811200,00;810400,00;826400,00;790400,00;728800,00;588000,00;521600,00;6305600,00
"0304050075 QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO II";1533600,00;1652800,00;1612000,00;1633600,00;1540000,00;1328800,00;1370400,00;1277600,00;1260000,00;13208800,00
"0304050113 HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO III";1103022,25;1146964,50;1216347,00;1263479,25;1332303,50;1375607,75;1504005,25;1765904,25;1697399,00;12405032,75
"0304050121 HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO II";1312525,50;1364442,75;1467479,75;1523623,75;1548984,25;1513256,25;1626501,25;1854187,50;1787596,25;13998597,25
"0304050130 QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO I";161163,00;165735,00;193167,00;156591,00;145732,50;129159,00;168021,00;148590,00;135445,50;1403604,00
"0304050164 QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE CABECA E PESCOCO";144300,00;-;-;-;-;-;-;-;-;144300,00
"0304050172 QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CELULAS NAO PEQUENAS (ADJUVANTE)";92400,00;90200,00;110000,00;81400,00;111100,00;90200,00;92400,00;146300,00;112200,00;926200,00
"0304050180 QUIMIOTERAPIA DE CARCINOMA PULMONAR INDIFERENCIADO DE CELULAS PEQUENAS (ADJUVANTE)";5500,00;4400,00;1100,00;1100,00;4400,00;-;-;3300,00;2200,00;22000,00
"0304050202 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DA TUBA UTERINA";627850,00;500250,00;600300,00;606100,00;548100,00;446600,00;522000,00;561150,00;532150,00;4944500,00
"0304050210 QUIMIOTERAPIA DO OSTEOSSARCOMA";40114,30;38370,20;43602,50;33137,90;31393,80;12208,70;20929,20;27905,60;17441,00;265103,20
"0304050229 QUIMIOTERAPIA DE SARCOMA DE PARTES MOLES DE EXTREMIDADE";168000,00;216000,00;243200,00;174400,00;188800,00;136000,00;150400,00;176000,00;129600,00;1582400,00
"0304050253 QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO (POS OPERATORIA)";182308,50;188023,50;211455,00;188023,50;186880,50;224028,00;272034,00;389191,50;369189,00;2211133,50
"0304050261 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO I (ADJUVANTE)";35433,00;27432,00;16002,00;37147,50;44005,50;44005,50;44005,50;70294,50;40576,50;358902,00
"0304050270 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE)";164000,00;131200,00;132800,00;154400,00;153600,00;134400,00;179200,00;202400,00;284000,00;1536000,00
"0304050288 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE)";130400,00;114400,00;83200,00;177600,00;191200,00;163200,00;261600,00;340800,00;231200,00;1693600,00
"0304050296 MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO I (ADJUVANTE)";5490,10;3375,90;3648,70;4023,80;6172,10;6444,90;9582,10;9343,40;6683,60;54764,60
"0304050300 MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE)";21755,80;17425,10;21448,90;21858,10;22812,90;19471,10;21312,50;20903,30;21653,50;188641,20
"0304050318 MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE)";32360,90;22403,70;35259,40;36009,60;40238,00;39180,90;51934,30;59061,20;53468,80;369916,80
"0304050326 QUIMIOTERAPIA DE MELANOMA MALIGNO";15019,68;60078,72;106389,40;155203,36;45059,04;12516,40;3754,92;20026,24;7509,84;425557,60
"0304050334 QUIMIOTERAPIA DE TUMOR DO ESTROMA GASTRO INTESTINAL";204,00;306,00;391,00;374,00;187,00;442,00;1683,00;2040,00;2193,00;7820,00
"0304050342 HORMONIOTERAPIA ADJUVANTE A RADIOTERAPIA EXTERNA DO ADENOCARCINOMA DE PROSTATA";-;-;81706,50;354564,00;574659,00;562297,50;513153,00;388332,00;371749,50;2846461,50
"0304060011 QUIMIOTERAPIA DA DOENCA DE HODGKIN - 1¶Ý LINHA";456886,32;443041,28;575198,48;446817,20;417868,48;561353,44;489610,96;517301,04;635613,20;4543690,40
"0304060038 QUIMIOTERAPIA DA DOENCA DE HODGKIN - 2¶Ý LINHA";79294,32;54121,52;51604,24;98173,92;80552,96;100691,20;109501,68;93139,36;152295,44;819374,64
"0304060046 QUIMIOTERAPIA DA DOENCA DE HODGKIN - 3¶Ý LINHA";37759,20;32724,64;23914,16;39017,84;65449,28;52862,88;253762,52;161485,24;265297,18;932272,94
"0304060070 QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA / LINFOMA DE BURKITT - 1¶Ý LINHA";1097100,00;1110900,00;823400,00;777400,00;814200,00;703800,00;837200,00;989000,00;1156900,00;8309900,00
"0304060089 QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA/LINFOMA LINFOBLASTICO/ LINFOMA DE BURKITT - 2¶Ý LINH";8400,00;12600,00;61600,00;89600,00;42000,00;47600,00;33600,00;40600,00;49000,00;385000,00
